,game_and_track,value
1703,"Final Fantasy XIV--""Starlight Celebration""",chimes:metallic_percussion:percussion
1704,"Kingdom Hearts II Final Mix--""Christmas Town""",flute:woodwinds
1705,"Donkey Kong Country 3: Dixie Kong’s Double Trouble!--""Christmas Bonus Level""",Christmas
1706,"Overcooked! The Festive Seasoning--""Menu Music""",harp:plucked_strings:strings
1707,"Overcooked! 2--""Kevin’s Christmas Cracker Map""",pizz_strings:strings:plucked_strings
1708,"Overcooked! 2--""Kevin’s Christmas Cracker Level""",brass:brass
1709,"Overcooked! The Festive Seasoning--""Onion Wildfire""",horn:brass
1710,"Pikmin 3--""Fortress of Festivity!""",vocal_synth:vocals
1711,"Seiya Monogatari: Anearth Fantasy Stories--""Forest""",orchestra
1712,"Napple Tale--""Snowball""",oboe:woodwinds
1713,"SaGa Frontier 2--""Naturvolk""",hand_drums:drums
1714,"Metroid Prime--""Ice Valley (Phendrana Drifts)""",tambourine:metallic_percussion:percussion
1715,"Pokémon X/Y--""Snowbelle City""",snare:drums:percussion
1716,"Final Fantasy XIII--""Lake Bresha""",rapid_notes
1717,"Zwei: The Ilvard Insurrection--""Edge of Stars""",triangle:metallic_percussion:percussion
1718,"The Legend of Heroes: Trails of Cold Steel II--""Wintry Arrival""",tambourine:metallic_percussion:percussion
1719,"Final Fantasy X-2--""Mt. Gagazet""",hand_drums:drums
1720,"Kantai Collection--""Winter Fleet""",wind_chimes:metallic_percussion:percussion
1721,"Donkey Kong Country 2--""In a Snow-Bound Land""",strings:strings
1722,"Stardew Valley--""Marimba of Frozen Bones""",square_wave:synth
1723,"Animal Crossing: New Horizons--""Toy Day""",Christmas
1724,"Ristar the Shooting Star--""Ring Rink, Planet Freon""",synth_brass:synth:brass
1725,"Super Mario 3D Land--""Snowball Park""",accordion
1726,"Mario Party 3--""Chilly-Chilly Lake""",drumset:drums
1727,"Kirby Triple Deluxe--""Silver Snow Story""",offbeat_8ths
1728,"Atelier Totori: The Adventurer of Arland--""Hepatica""",bass_drum:drums
1729,"Paper Mario--""Cold Reception""",drumset:drums
1730,"Banjo-Kazooie--""Freezeezy Peak""",bassoon:woodwinds
1731,"Kirby 64: The Crystal Shards--""Shiver Star""",strings:strings
1732,"Pokémon Diamond/Pearl--""Route 216""",synth_lead:synth
1733,"Super Smash Brothers Melee--""Icicle Mountain""",sleigh_bells:metallic_percussion
1734,"Mario Kart 64--""Frappe Snowland""",samba
1735,"Kirby Air Ride--""Float Islands""",pan_flute:woodwinds
1736,"Kirby Air Ride--""Frozen Hillside""",flute:woodwinds
1737,"Kirby and the Amazing Mirror--""Crystal and Ice""",drumset:drums
1738,"Baku Bomberman--""White Ice""",piccolo:woodwinds
1739,"Donkey Kong Country--""Northern Hemispheres""",rapid_notes
1740,"Mother 2--""Winters""",no_drums
1741,"The Legend of Zelda: Four Swords--""Frozen Hyrule""",trumpet
1742,"Final Fantasy VI--""Terra’s Theme""",oboe:woodwinds
1743,"Paper Mario--""Crystal Palace Crawl""",electric_piano:metallic_percussion:piano
1744,"Sorcerian--""Cave I""",electric_guitar:guitar
1745,"Pokémon Mystery Dungeon: Explorers of Sky--""Vast Ice Mountain Peak""",timpani:drums:percussion
1746,"Soma Bringer--""Village of Snow""",lament
1747,"Final Fantasy Tactics--""Antidote""",timpani:drums:percussion
1748,"Pokémon Diamond/Pearl--""Route 216 (Night)""",electric_organ:organ
1749,"Christmas Nights into Dreams--""Jack Frost's Chime""",electric_bass:bass
1750,"F-Zero--""White Land""",Steely_Dan
1751,"Mega Man X4--""Frost Walrus Stage 2""",sweeps
1752,"Mega Man Zero 3--""Trail on Powdery Snow""",sus_chords
1753,"Mega Man ZX--""Wonder Panorama""",whistle_tone
1754,"Gurumin--""Jun Jun Jungle Gym""",agogo_bells:metallic_percussion:percussion
1755,"Diddy Kong Racing--""Frosty Village""",choral_synth:synth:vocals
1756,"Pokémon Mystery Dungeon: Gates to Infinity--""Glacier Palace (Great Spire)""",wind_chimes:metallic_percussion:percussion
1757,"Kirby's Epic Yarn--""Snowy Fields""",tambourine:metallic_percussion:percussion
1758,"Stardew Valley--""Winter Festival""",Christmas
1759,"Stardew Valley--""Visitor to the Unknown""",glockenspiel:metallic_percussion:percussion
1760,"Harvest Moon: Save the Homeland--""Winter (Town)""",horn:brass
1761,"Harvest Moon: Tree of Tranquility--""Winter""",choral_synth:synth:vocals
1762,"Harvest Moon: Animal Parade--""Winter (Day)""",acoustic_bass:bass
1763,"Harvest Moon: Animal Parade--""Winter (Night)""",acoustic_bass:bass
1764,"Harvest Moon: Hero of Leaf Valley--""Winter""",glockenflute:metallic_percussion:percussion:woodwinds
1765,"Harvest Moon DS: Sunshine Islands--""Winter""",drumset:drums
1766,"Rune Factory: A Fantasy Harvest Moon--""Winter""",4
1767,"Xenoblade Chronicles--""Snowy Mt. Valac (Night)""",glockenspiel:metallic_percussion:percussion
1768,"Sonic Unleashed--""Cool Edge (Night)""",piano:piano
1769,"Yooka-Laylee--""Glitterglaze Glacier""",harp:plucked_strings:strings
1770,"Elder Scrolls II: Daggerfall--""Treading Winter""",chromatic_mediants
1771,"World of Warcraft: Wrath of the Lich King--""Ice Fortress""",bassoon:woodwinds
1772,"Runescape 3--""Snowdrops""",clarinet:woodwinds
1773,"Final Fantasy XIV--""Starlight Celebration""",minor_iv
1774,"Kingdom Hearts II Final Mix--""Christmas Town""",pizz_strings:strings:plucked_strings
1775,"Overcooked! The Festive Seasoning--""Menu Music""",glockenspiel:metallic_percussion:percussion
1776,"Overcooked! 2--""Kevin’s Christmas Cracker Map""",orchestra
1777,"Overcooked! 2--""Kevin’s Christmas Cracker Level""",Christmas
1778,"Overcooked! The Festive Seasoning--""Onion Wildfire""",orchestra
1779,"Pikmin 3--""Fortress of Festivity!""",Christmas
1780,"Seiya Monogatari: Anearth Fantasy Stories--""Forest""",electric_piano:metallic_percussion:piano
1781,"Napple Tale--""Snowball""",sleigh_bells:metallic_percussion
1782,"Pokémon X/Y--""Snowbelle City""",cymbals:metallic_percussion:percussion
1783,"Final Fantasy XIII--""Lake Bresha""",wind_chimes:metallic_percussion:percussion
1784,"Zwei: The Ilvard Insurrection--""Edge of Stars""",sitar:plucked_strings
1785,"The Legend of Heroes: Trails of Cold Steel II--""Wintry Arrival""",snare:drums:percussion
1786,"Kantai Collection--""Winter Fleet""",cymbals:metallic_percussion:percussion
1787,"Donkey Kong Country 2--""In a Snow-Bound Land""",tambourine:metallic_percussion:percussion
1788,"Stardew Valley--""Marimba of Frozen Bones""",woodblock:auxiliary_percussion
1789,"Animal Crossing: New Horizons--""Toy Day""",vibraphone:metallic_percussion:percussion
1790,"Super Mario 3D Land--""Snowball Park""",oboe:woodwinds
1791,"Kirby Triple Deluxe--""Silver Snow Story""",treble_vocal_synth:vocals:synth
1792,"Atelier Totori: The Adventurer of Arland--""Hepatica""",wind_chimes:metallic_percussion:percussion
1793,"Paper Mario--""Cold Reception""",marimba:percussion
1794,"Banjo-Kazooie--""Freezeezy Peak""",celesta:metallic_percussion:percussion
1795,"Kirby 64: The Crystal Shards--""Shiver Star""",chimes:metallic_percussion:percussion
1796,"Pokémon Diamond/Pearl--""Route 216""",electric_organ:organ
1797,"Super Smash Brothers Melee--""Icicle Mountain""",synth_lead:synth
1798,"Kirby Air Ride--""Float Islands""",drumset:drums
1799,"Kirby Air Ride--""Frozen Hillside""",acoustic_guitar:guitar:plucked_strings
1800,"Baku Bomberman--""White Ice""",square_wave:synth
1801,"Donkey Kong Country--""Northern Hemispheres""",flute:woodwinds
1802,"Mother 2--""Winters""",drumset:drums
1803,"The Legend of Zelda: Four Swords--""Frozen Hyrule""",crotales:metallic_percussion
1804,"Final Fantasy VI--""Terra’s Theme""",snare:drums:percussion_drum
1805,"Sorcerian--""Cave I""",synth_brass:synth:brass
1806,"Pokémon Mystery Dungeon: Explorers of Sky--""Vast Ice Mountain Peak""",Howard_Jones
1807,"Soma Bringer--""Village of Snow""",clarinet:woodwinds
1808,"Pokémon Diamond/Pearl--""Route 216 (Night)""",sleigh_bells:metallic_percussion
1809,"Christmas Nights into Dreams--""Jack Frost's Chime""",harpsichord:plucked_strings
1810,"F-Zero--""White Land""",half-time
1811,"Mega Man ZX--""Wonder Panorama""",electric_piano:metallic_percussion:piano
1812,"Gurumin--""Jun Jun Jungle Gym""",electric_organ:organ
1813,"Diddy Kong Racing--""Frosty Village""",Christmas
1814,"Pokémon Mystery Dungeon: Gates to Infinity--""Glacier Palace (Great Spire)""",chimes:metallic_percussion:percussion
1815,"Kirby's Epic Yarn--""Snowy Fields""",drumset:drums
1816,"Stardew Valley--""Winter Festival""",tuba:brass
1817,"Harvest Moon DS: Sunshine Islands--""Winter""",acoustic_bass:bass
1818,"Xenoblade Chronicles--""Snowy Mt. Valac (Night)""",celesta:metallic_percussion:percussion
1819,"Sonic Unleashed--""Cool Edge (Night)""",lament
1820,"World of Warcraft: Wrath of the Lich King--""Ice Fortress""",orchestra
1821,"Final Fantasy XIV--""Starlight Celebration""",Christmas
1822,"Kingdom Hearts II Final Mix--""Christmas Town""",oboe:woodwinds
1823,"Overcooked! The Festive Seasoning--""Menu Music""",strings
1824,"Overcooked! 2--""Kevin’s Christmas Cracker Map""",sleigh_bells:metallic_percussion
1825,"Overcooked! The Festive Seasoning--""Onion Wildfire""",Christmas
1826,"Seiya Monogatari: Anearth Fantasy Stories--""Forest""",pizz_strings:strings:plucked_strings
1827,"Napple Tale--""Snowball""",triangle:metallic_percussion:percussion
1828,"Pokémon X/Y--""Snowbelle City""",orchestra
1829,"Zwei: The Ilvard Insurrection--""Edge of Stars""",shaker:auxiliary_percussion
1830,"Kantai Collection--""Winter Fleet""",Christmas
1831,"Donkey Kong Country 2--""In a Snow-Bound Land""",marimba:percussion
1832,"Animal Crossing: New Horizons--""Toy Day""",glockenspiel:metallic_percussion:percussion
1833,"Super Mario 3D Land--""Snowball Park""",orchestra
1834,"Kirby Triple Deluxe--""Silver Snow Story""",horn:brass
1835,"Banjo-Kazooie--""Freezeezy Peak""",piccolo:woodwinds
1836,"Kirby 64: The Crystal Shards--""Shiver Star""",rapid_bass_line
1837,"Super Smash Brothers Melee--""Icicle Mountain""",brass:brass
1838,"Kirby Air Ride--""Frozen Hillside""",crash_cymbal:metallic_percussion:percussion
1839,"Pokémon Mystery Dungeon: Explorers of Sky--""Vast Ice Mountain Peak""",chimes:metallic_percussion:percussion
1840,"Soma Bringer--""Village of Snow""",rapid_notes
1841,"Pokémon Diamond/Pearl--""Route 216 (Night)""",chimes:metallic_percussion:percussion
1842,"Christmas Nights into Dreams--""Jack Frost's Chime""",glockenspiel:metallic_percussion:percussion
1843,"Diddy Kong Racing--""Frosty Village""",glockenflute:metallic_percussion:percussion:woodwinds
1844,"Pokémon Mystery Dungeon: Gates to Infinity--""Glacier Palace (Great Spire)""",suspended_cymbal:metallic_percussion:percussion
1845,"Kirby's Epic Yarn--""Snowy Fields""",chimes:metallic_percussion:percussion
1846,"Harvest Moon DS: Sunshine Islands--""Winter""",guiro:auxiliary_percussion:percussion
1847,"Xenoblade Chronicles--""Snowy Mt. Valac (Night)""",crotales:metallic_percussion:percussion
1848,"Sonic Unleashed--""Cool Edge (Night)""",accordion
1849,"Kingdom Hearts II Final Mix--""Christmas Town""",horn:brass
1850,"Overcooked! The Festive Seasoning--""Menu Music""",suspended_cymbal:metallic_percussion:percussion
1851,"Overcooked! 2--""Kevin’s Christmas Cracker Map""",Christmas
1852,"Seiya Monogatari: Anearth Fantasy Stories--""Forest""",bluesy
1853,"Pokémon X/Y--""Snowbelle City""",castanets:auxiliary_percussion:percussion
1854,"Zwei: The Ilvard Insurrection--""Edge of Stars""",bass_drum:drums
1855,"Kantai Collection--""Winter Fleet""",snare:drums:percussion_drum
1856,"Donkey Kong Country 2--""In a Snow-Bound Land""",sweeps
1857,"Kirby Triple Deluxe--""Silver Snow Story""",violin:strings
1858,"Banjo-Kazooie--""Freezeezy Peak""",Christmas
1859,"Super Smash Brothers Melee--""Icicle Mountain""",electric_guitar:guitar
1860,"Kirby Air Ride--""Frozen Hillside""",falling_fifths
1861,"Pokémon Mystery Dungeon: Explorers of Sky--""Vast Ice Mountain Peak""",lament
1862,"Pokémon Diamond/Pearl--""Route 216 (Night)""",synth_brass:synth:brass
1863,"Christmas Nights into Dreams--""Jack Frost's Chime""",Christmas
1864,"Diddy Kong Racing--""Frosty Village""",piccolo:woodwinds
1865,"Pokémon Mystery Dungeon: Gates to Infinity--""Glacier Palace (Great Spire)""",electric_piano:metallic_percussion:piano
1866,"Kirby's Epic Yarn--""Snowy Fields""",orchestra
1867,"Xenoblade Chronicles--""Snowy Mt. Valac (Night)""",piano:piano
1868,"Sonic Unleashed--""Cool Edge (Night)""",gliss
1869,"Kingdom Hearts II Final Mix--""Christmas Town""",choir:vocals
1870,"Overcooked! The Festive Seasoning--""Menu Music""",trumpet:brass
1871,"Seiya Monogatari: Anearth Fantasy Stories--""Forest""",extended_tertian
1872,"Zwei: The Ilvard Insurrection--""Edge of Stars""",crash_cymbal:metallic_percussion:percussion
1873,"Kantai Collection--""Winter Fleet""",pizz_strings:strings:plucked_strings
1874,"Super Smash Brothers Melee--""Icicle Mountain""",bluesy
1875,"Pokémon Mystery Dungeon: Explorers of Sky--""Vast Ice Mountain Peak""",synth_bass:synth:bass
1876,"Pokémon Diamond/Pearl--""Route 216 (Night)""",xylophone:percussion
1877,"Pokémon Mystery Dungeon: Gates to Infinity--""Glacier Palace (Great Spire)""",pizz_strings:strings:plucked_strings
1878,"Kirby's Epic Yarn--""Snowy Fields""",glockenspiel:metallic_percussion:percussion
1879,"Kingdom Hearts II Final Mix--""Christmas Town""",harp:plucked_strings:strings
1880,"Seiya Monogatari: Anearth Fantasy Stories--""Forest""",Christmas
1881,"Zwei: The Ilvard Insurrection--""Edge of Stars""",hand_drums:drums
1882,"Kantai Collection--""Winter Fleet""",piccolo:woodwinds
1883,"Super Smash Brothers Melee--""Icicle Mountain""",walking_bass
1884,"Pokémon Mystery Dungeon: Gates to Infinity--""Glacier Palace (Great Spire)""",glockenspiel:metallic_percussion:percussion
1885,"Kingdom Hearts II Final Mix--""Christmas Town""",Christmas
